Year,State,Agency type,Agency name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population2,,,,
,,,Harvey,0,0,0,0,1827,,,,
,,,Hazen,,,,0,2423,,,,
,,,Hillsboro,0,0,0,,1602,,,,
,,,Jamestown,0,0,0,0,15286,,,,
,,,Kenmare,0,0,0,0,1050,,,,
,,,Killdeer,0,0,0,0,841,,,,
,,,Lamoure,0,0,0,0,895,,,,
,,,Lincoln,0,0,0,0,2898,,,,
,,,Lisbon,0,0,0,0,2149,,,,
,,,Medora,0,0,0,0,139,,,,
,,,Napoleon,0,0,0,0,757,,,,
,,,New Town,0,0,0,0,2362,,,,
,,,Northwood,0,0,0,0,918,,,,
,,,Oakes,0,0,0,0,1840,,,,
,,,Powers Lake,0,0,0,0,314,,,,
,,,Rolla,0,0,0,0,1333,,,,
,,,Rugby,0,0,0,0,2972,,,,
,,,Scranton,,,0,0,285,,,,
,,,Sherwood,0,0,0,0,254,,,,
,,,South Heart,0,0,0,0,354,,,,
,,,Stanley,0,0,0,0,1949,,,,
,,,Steele,0,0,0,0,708,,,,
,,,Surrey,0,0,0,0,1042,,,,
,,,Thompson,0,0,0,0,1002,,,,
,,,Tioga,0,0,0,0,1247,,,,
,,,Wahpeton,0,0,0,0,7812,,,,
,,,Watford City,0,0,0,0,2793,,,,
,,,Wishek,0,0,0,0,974,,,,
,,Universities and Colleges,North Dakota State College of Science,0,0,0,0,3066,,,,
,,,North Dakota State University,0,0,0,0,14443,,,,
,,,University of North Dakota,0,0,0,0,15250,,,,
,,Metropolitan Counties,Burleigh,0,0,0,0,,,,,
,,,Oliver,0,0,0,0,,,,,
,,,Sioux,0,0,0,0,,,,,
,,Nonmetropolitan Counties,Adams,0,0,0,0,,,,,
,,,Barnes,0,0,0,0,,,,,
,,,Benson,0,0,0,0,,,,,
,,,Billings,0,0,0,0,,,,,
,,,Bottineau,0,0,0,0,,,,,
,,,Bowman,0,0,0,0,,,,,
,,,Burke,0,0,0,0,,,,,
,,,Cavalier,0,0,0,0,,,,,
,,,Dickey,0,0,0,0,,,,,
,,,Divide,0,0,0,0,,,,,
,,,Eddy,0,0,0,0,,,,,
,,,Emmons,0,0,0,0,,,,,
,,,Griggs,0,0,0,0,,,,,
,,,Hettinger,0,0,0,0,,,,,
,,,Kidder,0,0,0,0,,,,,
,,,Lamoure,0,0,0,0,,,,,
,,,Logan,0,0,0,0,,,,,
,,,McHenry,0,0,0,0,,,,,
,,,McIntosh,0,0,0,0,,,,,
,,,McKenzie,0,0,0,0,,,,,
,,,McLean,0,0,0,0,,,,,
,,,Mercer,0,0,0,0,,,,,
,,,Nelson,0,0,0,0,,,,,
,,,Pembina,0,0,0,0,,,,,
,,,Pierce,0,0,0,0,,,,,
,,,Ramsey,0,0,0,0,,,,,
,,,Ransom,0,0,0,0,,,,,
,,,Renville,0,0,0,0,,,,,
,,,Richland,0,0,0,0,,,,,
,,,Rolette,0,0,0,0,,,,,
,,,Sargent,0,0,0,0,,,,,
,,,Sheridan,0,0,0,0,,,,,
,,,Slope,0,0,0,0,,,,,
,,,Stark,0,0,0,0,,,,,
,,,Steele,0,0,0,0,,,,,
,,,Stutsman,0,0,0,0,,,,,
,,,Towner,0,0,0,0,,,,,
,,,Traill,0,0,0,0,,,,,
,,,Ward,0,0,0,0,,,,,
,,,Wells,0,0,0,0,,,,,
,,,Williams,0,0,0,0,,,,,
,,State Police Agencies,North Dakota Highway Patrol,0,0,0,0,,,,,
,Ohio,Cities,Ada,0,0,0,0,5755,,,,
,,,Addyston,0,0,,,934,,,,
,,,Albany,0,0,0,0,877,,,,
,,,Amberley Village,0,0,,0,3585,,,,
,,,Amelia,0,0,0,0,4870,,,,
,,,American Township,0,0,0,0,12318,,,,
,,,Amherst,0,0,0,0,12040,,,,
,,,Apple Creek,0,,0,,1173,,,,
,,,Arcanum,0,0,0,0,2098,,,,
,,,Arlington Heights,0,,,,741,,,,
,,,Ashville,0,0,0,0,4118,,,,
,,,Aurora,0,0,0,0,15457,,,,
,,,Bainbridge Township,0,0,0,0,11454,,,,
,,,Baltimore,0,,0,0,2968,,,,
,,,Barnesville,0,0,,,4130,,,,
,,,Batavia,0,0,0,0,1633,,,,
,,,Bay View,0,0,0,0,623,,,,
,,,Bay Village,0,,,,15435,,,,
,,,Bazetta Township,0,0,0,0,5793,,,,
,,,Beach City,,,0,,1020,,,,
,,,Beachwood,0,,,,11812,,,,
,,,Beavercreek,0,0,0,0,45971,,,,
,,,Beaver Township,0,0,0,0,6606,,,,
,,,Bedford,0,,,,12858,,,,
,,,Bedford Heights,0,,,,10608,,,,
,,,Bellaire,0,0,0,0,4202,,,,
,,,Bellbrook,0,0,0,0,7061,,,,
,,,Bellville,0,0,0,0,1887,,,,
,,,Belmore,0,0,,,142,,,,
,,,Belpre,0,0,0,0,6429,,,,
,,,Berlin Heights,0,0,,,702,,,,
,,,Bethel,0,0,0,0,2737,,,,
,,,Bethesda,,,,0,1243,,,,
,,,Beverly,0,0,0,0,1302,,,,
,,,Bexley,0,0,0,0,13316,,,,
,,,Blanchester,0,0,0,0,4230,,,,
,,,Blendon Township,0,0,0,0,7960,,,,
,,,Bluffton,0,,,,4000,,,,
,,,Bowling Green,0,0,0,0,31844,,,,
,,,Braceville,0,0,,,2805,,,,
,,,Bratenahl,,0,0,0,1180,,,,
,,,Brecksville,0,0,0,0,13499,,,,
,,,Brewster,0,0,0,0,2163,,,,
,,,Brice,,0,0,0,117,,,,
,,,Bridgeport,0,0,0,0,1800,,,,
,,,Brimfield Township,0,0,0,0,10291,,,,
,,,Broadview Heights,0,0,0,0,19277,,,,
,,,Brookfield Township,0,,,,8700,,,,
,,,Brooklyn,0,0,0,,10985,,,,
,,,Brook Park,0,0,0,,18941,,,,
,,,Brookville,0,,,,5867,,,,
,,,Brunswick,0,0,0,0,34402,,,,
,,,Brunswick Hills Township,0,0,0,0,10078,,,,
,,,Bryan,0,0,0,0,8512,,,,
,,,Buchtel,,,0,,550,,,,
,,,Burton,0,0,,,1459,,,,
,,,Byesville,0,0,0,0,2415,,,,
,,,Cadiz,0,0,,,3313,,,,
,,,Camden,,0,0,0,2002,,,,
,,,Campbell,0,0,,,8093,,,,
,,,Canal Fulton,0,0,0,0,5486,,,,
,,,Canfield,0,0,0,0,7411,,,,
,,,Canton,0,,,,72598,,,,
,,,Cardington,0,0,0,0,2046,,,,
,,,Carlisle,0,0,,,5067,,,,
,,,Carroll,,,0,0,524,,,,
,,,Carrollton,0,,,,3214,,,,
,,,Carroll Township,,0,0,0,2130,,,,
,,,Cedarville,0,0,0,0,4049,,,,
,,,Centerville,0,0,0,0,23954,,,,
,,,Chagrin Falls,0,,,,4069,,,,
,,,Champion Township,0,0,0,0,9480,,,,
,,,Chardon,0,0,0,0,5172,,,,
,,,Cheviot,0,,,,8313,,,,
,,,Chillicothe,0,0,0,0,21679,,,,
,,,Clay Center,0,,,,277,,,,
,,,Clayton,0,,,,13211,,,,
,,,"Clay Township, Montgomery County",0,0,0,0,4237,,,,
,,,Cleveland Heights,0,0,,,46309,,,,
,,,Cleves,0,0,0,,3341,,,,
,,,Clinton Township,0,0,0,0,4072,,,,
,,,Clyde,0,,,,6281,,,,
,,,Coal Grove,,,,0,2156,,,,
,,,Coalton,,,,0,469,,,,
,,,Coitsville Township,0,0,0,0,1369,,,,
,,,Coldwater,0,0,0,0,4451,,,,
,,,Columbiana,0,0,0,0,6315,,,,
,,,Columbus Grove,0,,0,0,2086,,,,
,,,Commercial Point,0,0,0,0,1587,,,,
,,,Conneaut,0,,0,0,12895,,,,
,,,Coolville,,0,,,488,,,,
,,,Cortland,0,0,0,0,7023,,,,
,,,Covington,0,0,0,0,2596,,,,
,,,Crestline,0,0,0,0,4487,,,,
,,,Creston,0,0,0,0,2171,,,,
,,,Cridersville,0,0,,,1840,,,,
,,,Crooksville,0,0,0,0,2513,,,,
,,,Cuyahoga Falls,0,,,,49133,,,,
,,,Danville,0,0,0,0,1021,,,,
,,,Deer Park,0,,,,5695,,,,
,,,Defiance,0,0,0,0,16790,,,,
,,,De Graff,0,0,0,0,1267,,,,
,,,Delaware,0,0,0,0,36260,,,,
,,,Delhi Township,0,0,0,0,29471,,,,
,,,Delphos,0,,,0,7097,,,,
,,,Delta,0,0,0,0,3078,,,,
,,,Dennison,0,,0,0,2634,,,,
,,,Deshler,0,,0,0,1796,,,,
,,,Dillonvale,0,,,,647,,,,
,,,Dover,0,0,0,0,12787,,,,
,,,Dresden,,0,0,,1515,,,,
,,,Dublin,0,,,,43387,,,,
,,,East Canton,0,0,,0,1589,,,,
,,,East Cleveland,0,,,,17520,,,,
,,,Eastlake,0,0,0,0,18423,,,,
,,,Edgerton,0,,,,2000,,,,
,,,Edison,,0,,,440,,,,
,,,Elida,0,0,0,0,1859,,,,
,,,Enon,,,0,0,2421,,,,
,,,Euclid,0,0,0,0,48095,,,,
,,,Evendale,0,0,0,0,2762,,,,
,,,Fairfax,0,0,0,0,1692,,,,
,,,Fairfield Township,0,0,0,0,21781,,,,
,,,Fayette,0,0,,0,1268,,,,
,,,Forest,0,0,0,,1423,,,,
,,,Forest Park,0,0,0,0,18672,,,,
,,,Fort Recovery,0,0,0,0,1422,,,,
,,,Franklin,0,0,0,0,11831,,,,
,,,Franklin Township,0,0,0,0,9639,,,,
,,,Frazeysburg,,0,0,0,1318,,,,
,,,Fredericktown,0,0,0,0,2469,,,,
,,,Fremont,0,,0,0,16515,,,,
,,,Galion,0,0,0,0,10202,,,,
,,,Gallipolis,0,0,0,0,3634,,,,
,,,Garfield Heights,0,,,,28339,,,,
,,,Gates Mills,0,,,,2256,,,,
,,,Geneva-on-the-Lake,0,,,,1265,,,,
,,,Genoa,,,0,0,2332,,,,
,,,Genoa Township,0,,,,24419,,,,
,,,Georgetown,0,0,0,0,4458,,,,
,,,Germantown,0,0,0,0,5520,,,,
,,,"German Township, Clark County",0,0,0,0,7006,,,,
,,,"German Township, Montgomery County",0,0,0,0,2893,,,,
,,,Glendale,0,0,0,0,2154,,,,
,,,Glouster,0,0,0,0,1765,,,,
,,,Gnadenhutten,0,0,0,0,1279,,,,
,,,"Goshen Township, Clermont County",0,0,,0,15620,,,,
,,,"Goshen Township, Mahoning County",0,0,0,0,3178,,,,
,,,Grafton,0,0,0,0,5716,,,,
,,,Grandview Heights,0,0,0,0,7052,,,,
,,,Granville,0,,,,5634,,,,
,,,Gratis,,,0,,867,,,,
,,,Greenfield,0,0,0,0,4538,,,,
,,,Greenville,0,0,0,0,13064,,,,
,,,Groveport,0,0,0,0,5598,,,,
,,,"Hamilton Township, Warren County",0,0,0,0,21701,,,,
,,,Harrisburg,,0,0,,328,,,,
,,,Harrison,0,0,,,10157,,,,
,,,Hartford Township,,,0,0,2043,,,,
,,,Hartville,0,0,0,0,2944,,,,
,,,Haskins,0,0,,0,1213,,,,
,,,Heath,0,0,0,0,10410,,,,
,,,Hebron,0,0,0,0,2354,,,,
,,,Hicksville,0,0,0,0,3489,,,,
,,,Highland Heights,0,0,0,0,8277,,,,
,,,Hilliard,0,0,0,0,31352,,,,
,,,Hillsboro,0,0,0,0,6495,,,,
,,,Hinckley Township,0,0,0,0,7777,,,,
,,,Hiram,0,,,,1450,,,,
,,,Holland,0,0,0,0,1758,,,,
,,,Howland Township,0,0,0,0,17084,,,,
,,,Hubbard,0,0,0,0,7758,,,,
,,,Hubbard Township,0,0,0,0,5559,,,,
,,,Hunting Valley,,,,0,710,,,,
,,,Independence,0,0,0,0,7140,,,,
,,,Indian Hill,,,0,0,5789,,,,
,,,Ironton,0,0,0,0,11049,,,,
,,,Jackson,0,0,0,0,6314,,,,
,,,Jackson Center,0,0,0,0,1450,,,,
,,,"Jackson Township, Mahoning County",0,0,0,0,2078,,,,
,,,"Jackson Township, Montgomery County",0,0,0,0,3686,,,,
,,,Jacksonville,,0,,,473,,,,
,,,Jewett,0,,,,683,,,,
,,,Johnstown,0,0,0,0,4862,,,,
,,,Junction City,0,0,,0,815,,,,
,,,Kalida,0,0,0,0,1553,,,,
,,,Kent,0,0,0,0,30121,,,,
,,,Kenton,0,0,0,0,8171,,,,
,,,Kirkersville,0,0,,,529,,,,
,,,Kirtland,0,0,0,0,6851,,,,
,,,Kirtland Hills,0,0,0,0,643,,,,
,,,Lake Township,0,0,0,0,8118,,,,
,,,Lakewood,0,0,0,0,51167,,,,
,,,Lawrence Township,0,0,0,0,8217,,,,
,,,Lebanon,0,,,,20480,,,,
,,,Leipsic,0,0,0,0,2056,,,,
,,,Lexington,0,,,,4751,,,,
,,,Liberty Township,0,0,0,0,11885,,,,
,,,Lima,0,,,,38214,,,,
,,,Lincoln Heights,0,,,,3394,,,,
,,,Lisbon,,,0,0,2771,,,,
,,,Lithopolis,0,0,0,0,1203,,,,
,,,Liverpool Township,0,,,0,3932,,,,
,,,Lockland,0,0,0,0,3426,,,,
,,,Lodi,0,,,,2778,,,,
,,,Logan,0,0,0,0,7153,,,,
,,,London,0,0,0,0,9867,,,,
,,,Lordstown,0,0,,,3363,,,,
,,,Loudonville,0,0,0,0,2616,,,,
,,,Louisville,0,0,0,0,9143,,,,
,,,Loveland,0,0,0,0,12236,,,,
,,,Lowellville,0,0,0,0,1129,,,,
,,,Luckey,,0,0,0,1031,,,,
,,,Lynchburg,,0,,,1472,,,,
,,,Lyndhurst,0,0,0,0,13769,,,,
,,,Madeira,0,0,0,0,8837,,,,
,,,Madison,0,,,,3179,,,,
,,,"Madison Township, Lake County",0,0,,,15617,,,,
,,,Magnolia,0,,,,975,,,,
,,,Maineville,,,0,0,1014,,,,
,,,Manchester,0,0,0,0,1996,,,,
,,,Marblehead,0,0,0,,899,,,,
,,,Mariemont,0,,,0,3379,,,,
,,,Marietta,0,0,0,0,14013,,,,
,,,Marion,0,0,,,36937,,,,
,,,Marion Township,0,,,,2805,,,,
,,,Marshallville,0,,,,756,,,,
,,,Martins Ferry,0,0,0,0,6805,,,,
,,,Marysville,0,0,0,0,22031,,,,
,,,Mason,0,0,0,0,31204,,,,
,,,Massillon,0,0,0,0,32159,,,,
,,,Matamoras,0,0,0,0,887,,,,
,,,Maumee,0,0,0,0,14081,,,,
,,,Mayfield Heights,0,,,,18922,,,,
,,,Mayfield Village,0,0,0,0,3410,,,,
,,,McArthur,0,0,0,0,1676,,,,
,,,McConnelsville,0,0,0,0,1810,,,,
,,,Mechanicsburg,0,0,0,0,1617,,,,
,,,Medina Township,0,0,0,0,8706,,,,
,,,Mentor,0,,,,46979,,,,
,,,Miamisburg,0,0,0,0,20151,,,,
,,,"Miami Township, Clermont County",0,0,0,0,41389,,,,
,,,Middlefield,0,0,0,0,2707,,,,
,,,Middleport,0,0,0,0,2506,,,,
,,,Middletown,0,,,,48691,,,,
,,,Mifflin Township,0,0,0,0,2574,,,,
,,,Milan,0,,,0,1352,,,,
,,,Milford,0,0,0,0,6671,,,,
,,,Millersburg,0,0,0,0,3084,,,,
,,,Millersport,0,0,,0,1048,,,,
,,,Milton Township,0,0,0,0,2504,,,,
,,,Minerva,0,,,,3698,,,,
,,,Minerva Park,0,0,0,0,1297,,,,
,,,Mingo Junction,0,,,,3357,,,,
,,,Monroe,0,0,0,0,15284,,,,
,,,Monroeville,0,0,0,0,1392,,,,
,,,Montville Township,0,0,0,0,11399,,,,
,,,Moreland Hills,0,0,0,0,3302,,,,
,,,Mount Gilead,0,0,0,0,3658,,,,
,,,Mount Orab,0,0,0,0,3640,,,,
,,,Munroe Falls,0,,,0,4984,,,,
,,,Navarre,0,0,0,0,1937,,,,
,,,New Albany,0,0,0,0,8772,,,,
,,,Newark,0,0,0,0,47702,,,,
,,,New Boston,0,0,0,0,2227,,,,
,,,New Concord,0,0,0,0,2489,,,,
,,,New Franklin,0,0,0,0,14232,,,,
,,,New Lebanon,0,0,0,0,3992,,,,
,,,New Lexington,0,0,0,0,4749,,,,
,,,New London,0,0,0,0,2426,,,,
,,,New Miami,0,0,0,0,2271,,,,
,,,New Middletown,0,0,0,0,1594,,,,
,,,New Paris,0,0,0,0,1600,,,,
,,,New Philadelphia,0,0,0,0,17294,,,,
,,,New Richmond,0,,0,,2603,,,,
,,,New Straitsville,0,0,0,0,719,,,,
,,,Newton Falls,0,0,0,0,4723,,,,
,,,New Vienna,,0,0,0,1210,,,,
,,,Northfield,0,0,0,0,3642,,,,
,,,North Kingsville,,,0,0,2881,,,,
,,,North Ridgeville,0,,,,30905,,,,
,,,Northwood,0,0,0,0,5370,,,,
,,,Norton,0,0,0,0,12012,,,,
,,,Oak Harbor,0,0,0,0,2750,,,,
,,,Oak Hill,0,0,0,0,1520,,,,
,,,"Oakwood, Paulding County",0,0,0,0,594,,,,
,,,Oberlin,0,0,0,0,8305,,,,
,,,Obetz,0,0,0,0,4657,,,,
,,,Olmsted Falls,0,0,,,8910,,,,
,,,Ontario,0,0,0,0,6137,,,,
,,,Orange Village,,,0,0,3287,,,,
,,,Oregon,0,0,0,0,20188,,,,
,,,Orrville,0,0,,,8400,,,,
,,,Ostrander,,,,0,659,,,,
,,,Ottawa,0,0,0,0,4404,,,,
,,,Ottoville,,,0,,973,,,,
,,,Oxford Township,0,0,0,0,2123,,,,
,,,Painesville,0,0,0,0,19655,,,,
,,,Pandora,0,,,,1143,,,,
,,,Parma Heights,0,0,0,0,20395,,,,
,,,Pataskala,0,,,,15126,,,,
,,,Paulding,0,0,0,0,3521,,,,
,,,Payne,0,0,0,0,1171,,,,
,,,Peebles,0,0,0,0,1775,,,,
,,,Pemberville,0,0,0,0,1398,,,,
,,,Perkins Township,0,0,0,0,12079,,,,
,,,Perrysville,0,0,0,0,719,,,,
,,,"Perry Township, Allen County",0,0,0,0,3479,,,,
,,,"Perry Township, Columbiana County",0,0,0,0,4487,,,,
,,,"Perry Township, Franklin County",0,0,0,0,3727,,,,
,,,"Perry Township, Montgomery County",0,0,0,0,3347,,,,
,,,"Perry Township, Stark County",0,0,0,0,28271,,,,
,,,Pierce Township,0,0,0,0,11360,,,,
,,,Pioneer,0,0,0,0,1373,,,,
,,,Piqua,0,0,0,0,20656,,,,
,,,Plain City,0,0,0,,4219,,,,
,,,Plymouth,,,0,0,1830,,,,
,,,Poland Township,0,0,0,0,12227,,,,
,,,Poland Village,0,0,0,0,2510,,,,
,,,Pomeroy,0,0,0,0,1844,,,,
,,,Port Clinton,0,0,0,0,6046,,,,
,,,Port Washington,,,0,0,570,,,,
,,,Powell,0,0,0,0,12093,,,,
,,,Powhatan Point,0,0,0,0,1574,,,,
,,,Reminderville,0,0,,,3688,,,,
,,,Richland Township,0,,,,9757,,,,
,,,Rio Grande,0,0,0,0,758,,,,
,,,Risingsun,,0,0,,615,,,,
,,,Rittman,,,0,,6505,,,,
,,,Roaming Shores Village,0,0,0,0,1491,,,,
,,,Rockford,0,0,0,0,1117,,,,
,,,Rocky Ridge,,0,,,414,,,,
,,,Roseville,0,0,0,0,1854,,,,
,,,Rossford,0,0,0,0,6426,,,,
,,,Ross Township,,,,0,8476,,,,
,,,Russells Point,0,0,0,,1365,,,,
,,,Russellville,0,,,,549,,,,
,,,Russia,0,,,,649,,,,
,,,Sabina,0,0,0,0,2546,,,,
,,,Sagamore Hills,0,0,0,0,10988,,,,
,,,Salem,0,0,0,0,12115,,,,
,,,Saline Township,0,0,,,1312,,,,
,,,Salineville,0,0,0,0,1289,,,,
,,,Sandusky,0,0,0,0,25401,,,,
,,,Sardinia,0,0,0,0,963,,,,
,,,Seaman,0,0,0,0,930,,,,
,,,Sebring,0,0,0,0,4337,,,,
,,,Seven Hills,0,0,0,0,11699,,,,
,,,Shadyside,0,0,0,0,3721,,,,
,,,Shaker Heights,0,0,0,0,27920,,,,
,,,Sharon Township,0,0,0,0,2398,,,,
,,,Shawnee Hills,0,0,0,0,717,,,,
,,,Shawnee Township,0,0,0,0,12247,,,,
,,,Sheffield Lake,0,0,0,0,9050,,,,
,,,Shelby,0,0,0,0,9131,,,,
,,,Shreve,,,0,,1500,,,,
,,,Sidney,0,0,0,0,20980,,,,
,,,Silverton,0,0,0,,4770,,,,
,,,Smith Township,0,,,,4380,,,,
,,,Somerset,0,0,0,0,1471,,,,
,,,South Bloomfield,0,0,0,0,1778,,,,
,,,South Charleston,0,0,0,0,1675,,,,
,,,South Point,0,,0,0,3959,,,,
,,,South Russell,0,0,,,3825,,,,
,,,South Vienna,0,0,0,0,381,,,,
,,,South Zanesville,,0,0,0,1975,,,,
,,,Spencerville,0,0,0,0,2198,,,,
,,,Springboro,0,0,0,0,17711,,,,
,,,Springdale,0,0,0,0,11192,,,,
,,,"Springfield Township, Mahoning County",0,0,0,0,6583,,,,
,,,"Springfield Township, Summit County",0,0,0,0,17630,,,,
,,,St. Clairsville,0,0,0,0,5108,,,,
,,,St. Clair Township,0,0,0,0,7838,,,,
,,,St. Henry,0,0,0,0,2480,,,,
,,,Stow,0,0,0,,34625,,,,
,,,St. Paris,0,0,,,2050,,,,
,,,Strasburg,0,0,0,0,2619,,,,
,,,Streetsboro,0,0,0,0,16115,,,,
,,,Strongsville,0,,,,44583,,,,
,,,Sugarcreek,0,0,0,0,2215,,,,
,,,Sugarcreek Township,0,0,0,0,8187,,,,
,,,Swanton,0,,,,3691,,,,
,,,Sycamore,0,0,,,851,,,,
,,,Sylvania Township,0,0,0,0,29363,,,,
,,,Syracuse,0,0,,,822,,,,
,,,Thornville,0,0,0,0,995,,,,
,,,Tipp City,0,0,0,0,9799,,,,
,,,Toledo,0,0,0,0,283035,,,,
,,,Toronto,0,0,0,0,4937,,,,
,,,Tremont City,,0,0,,372,,,,
,,,Tuscarawas,,0,0,0,1047,,,,
,,,Uhrichsville,0,0,0,0,5389,,,,
,,,Union,0,0,0,0,6393,,,,
,,,Uniontown,0,0,0,0,3316,,,,
,,,University Heights,0,0,0,0,13416,,,,
,,,Upper Sandusky,0,0,0,0,6640,,,,
,,,Utica,0,0,0,0,2129,,,,
,,,Valleyview,,,,0,629,,,,
,,,Valley View,,,,0,2016,,,,
,,,Van Wert,0,0,0,0,10852,,,,
,,,Vermilion,,0,0,0,10482,,,,
,,,Vienna Township,0,0,0,,3909,,,,
,,,Village of Leesburg,0,0,0,0,1290,,,,
,,,Wadsworth,0,0,0,0,21758,,,,
,,,Waite Hill,0,0,,,470,,,,
,,,Walbridge,0,0,0,0,3065,,,,
,,,Walton Hills,0,0,,,2250,,,,
,,,Washington Court House,0,0,0,0,14083,,,,
,,,Washingtonville,,,,0,785,,,,
,,,Waterville,0,0,0,0,5496,,,,
,,,Wauseon,0,0,0,0,7301,,,,
,,,Waverly,0,0,0,0,4317,,,,
,,,Wayne,0,,0,,896,,,,
,,,Waynesburg,0,0,0,0,919,,,,
,,,Weathersfield,0,0,0,0,8241,,,,
,,,Wellston,0,0,0,0,5577,,,,
,,,Wells Township,0,0,0,0,2755,,,,
,,,Wellsville,,,,0,3468,,,,
,,,West Alexandria,0,0,0,0,1355,,,,
,,,West Carrollton,0,,,,13079,,,,
,,,West Chester Township,0,0,0,0,59435,,,,
,,,Westerville,0,0,0,0,37363,,,,
,,,Westfield Center,,,0,0,1133,,,,
,,,West Jefferson,0,0,0,0,4192,,,,
,,,West Lafayette,0,0,0,0,2303,,,,
,,,Westlake,,,0,,32418,,,,
,,,West Liberty,0,0,0,0,1784,,,,
,,,West Salem,0,0,0,0,1468,,,,
,,,West Union,0,,0,0,3211,,,,
,,,Whitehall,0,0,0,0,18480,,,,
,,,Whitehouse,0,0,0,0,4325,,,,
,,,Wickliffe,0,,,,12635,,,,
,,,Williamsburg,0,0,0,0,2514,,,,
,,,Willoughby,0,0,0,0,22374,,,,
,,,Wilmington,0,0,0,0,12439,,,,
,,,Wilmot,,0,,,304,,,,
,,,Winchester,0,,,0,1042,,,,
,,,Wintersville,0,0,0,0,3820,,,,
,,,Woodlawn,0,0,0,0,3283,,,,
,,,Woodmere Village,0,0,0,0,871,,,,
,,,Worthington,0,0,0,0,13817,,,,
,,,Wyoming,0,0,0,0,8387,,,,
,,,Yellow Springs,0,,0,0,3539,,,,
,,Universities and Colleges,Central State University,0,0,0,0,2152,,,,
,,,Cleveland State University,0,0,,,17278,,,,
,,,College of Mount St. Joseph,0,0,,,2294,,,,
,,,Columbus State Community College,0,0,0,0,25863,,,,
,,,Cuyahoga Community College,0,0,0,0,29701,,,,
,,,Lakeland Community College,0,0,0,0,9283,,,,
,,,Marietta College,,0,,,1622,,,,
,,,Miami University,0,0,,,17683,,,,
,,,Muskingum University,0,0,0,0,2304,,,,
,,,Notre Dame College,0,0,0,0,2129,,,,
,,,Ohio State University:,,,,,,,,,
,,,Mansfield,0,0,,0,1265,,,,
,,,Marion,0,0,0,0,1273,,,,
,,,Newark,0,0,,0,2390,,,,
,,,Wooster,0,0,0,,612,,,,
,,,Ohio University,0,0,0,0,27402,,,,
,,,Otterbein University,0,0,0,0,2984,,,,
,,,Shawnee State University,0,0,0,0,4652,,,,
,,,Sinclair Community College,0,0,0,0,19537,,,,
,,,University of Akron,0,0,0,0,26581,,,,
,,,University of Cincinnati,,,0,0,33347,,,,
,,,University of Rio Grande,0,,0,,2280,,,,
,,,University of Toledo,0,0,0,0,21453,,,,
,,,Wright State University,,0,0,0,16780,,,,
,,,Youngstown State University,0,0,0,0,13760,,,,
,,Metropolitan Counties,Allen,0,,0,0,,,,,
,,,Belmont,0,0,0,0,,,,,
,,,Brown,0,0,0,,,,,,
,,,Clark,0,0,0,0,,,,,
,,,Fairfield,0,0,0,0,,,,,
,,,Hocking,0,0,,,,,,,
,,,Jefferson,0,0,0,0,,,,,
,,,Lake,0,0,,,,,,,
,,,Lawrence,0,0,0,0,,,,,
,,,Licking,0,0,0,0,,,,,
,,,Madison,0,0,0,0,,,,,
,,,Miami,0,0,0,0,,,,,
,,,Morrow,0,0,0,0,,,,,
,,,Perry,0,0,0,0,,,,,
,,,Portage,0,0,0,0,,,,,
,,,Summit,0,0,0,0,,,,,
,,,Union,0,0,,,,,,,
,,,Warren,0,0,0,0,,,,,
,,,Wood,0,0,0,0,,,,,
,,Nonmetropolitan Counties,Adams,0,0,0,0,,,,,
,,,Ashtabula,0,0,0,0,,,,,
,,,Champaign,0,0,0,0,,,,,
,,,Clinton,0,0,0,,,,,,
,,,Columbiana,0,0,0,0,,,,,
,,,Coshocton,0,0,0,0,,,,,
,,,Crawford,0,0,0,0,,,,,
,,,Darke,0,0,0,0,,,,,
,,,Defiance,0,0,0,0,,,,,
,,,Erie,0,0,0,0,,,,,
,,,Fayette,0,0,0,0,,,,,
,,,Gallia,0,0,0,0,,,,,
,,,Guernsey,0,,,,,,,,
,,,Hardin,0,0,0,0,,,,,
,,,Harrison,0,0,0,0,,,,,
,,,Henry,0,0,0,0,,,,,
,,,Highland,0,0,0,0,,,,,
,,,Holmes,0,0,0,0,,,,,
,,,Logan,0,0,0,0,,,,,
,,,Mercer,0,0,0,0,,,,,
,,,Monroe,0,0,0,0,,,,,
,,,Morgan,0,0,0,0,,,,,
,,,Muskingum,0,,,,,,,,
,,,Ottawa,,0,0,0,,,,,
,,,Paulding,0,0,0,0,,,,,
,,,Pike,0,0,0,0,,,,,
,,,Preble,0,0,0,0,,,,,
,,,Putnam,0,0,0,0,,,,,
,,,Scioto,0,0,0,0,,,,,
,,,Tuscarawas,0,0,0,0,,,,,
,,,Van Wert,0,0,0,0,,,,,
,,,Vinton,0,0,0,0,,,,,
,,,Wyandot,0,0,0,,,,,,
,,State Police Agencies,Ohio State Highway Patrol,0,0,0,0,,,,,
,,Other Agencies,Butler County Metroparks,,0,0,0,,,,,
,,,Cedar Point,,0,0,0,,,,,
,,,Columbus and Franklin County Metropolitan Park District,0,0,0,,,,,,
,,,Hamilton County Park District,0,0,0,0,,,,,
,,,Holden Arboretum,0,,0,,,,,,
